year,county,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
2022,Muhlenberg,MEMBER BOARD of EDUCATION 4th Educational District,,Libertarian Party,LIB,0,,,,,,,
2022,Muhlenberg,MEMBER BOARD of EDUCATION 4th Educational District,,Republican Party,REP,213,,,,,,,
2022,Muhlenberg,MEMBER BOARD of EDUCATION 5th Educational District,,Democratic Party,DEM,14,,,,,,,
2022,Muhlenberg,MEMBER BOARD of EDUCATION 5th Educational District,,Libertarian Party,LIB,0,,,,,,,
2022,Muhlenberg,MEMBER BOARD of EDUCATION 5th Educational District,,Republican Party,REP,40,,,,,,,
2022,Muhlenberg,PROPERTY VALUATION ADMINISTRATOR,,Belinda S. McKINNEY,DEM,6244,,,,,,,
2022,Muhlenberg,SHERIFF,,William WARD,DEM,6850,,,,,,,
2022,Muhlenberg,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,Democratic Party,DEM,346,,,,,,,
2022,Muhlenberg,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,Libertarian Party,LIB,0,,,,,,,
2022,Muhlenberg,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,Republican Party,REP,630,,,,,,,
2022,Muhlenberg,STATE REPRESENTATIVE 15th Representative District,15.0,Britt HERNANDEZ-STEVENSON,DEM,3076,,,,,,,
2022,Muhlenberg,STATE REPRESENTATIVE 15th Representative District,15.0,Rebecca RAYMER,REP,7138,,,,,,,
2022,Muhlenberg,UNITED STATES REPRESENTATIVE in CONGRESS 2nd Congressional District,2.0,Hank LINDERMAN,DEM,2792,,,,,,,
2022,Muhlenberg,UNITED STATES REPRESENTATIVE in CONGRESS 2nd Congressional District,2.0,S. Brett GUTHRIE,REP,7156,,,,,,,
2022,Nicholas,CITY COUNCIL City of Carlisle,,Democratic Party,DEM,250,,,,,,,
2022,Nicholas,CITY COUNCIL City of Carlisle,,Republican Party,REP,337,,,,,,,
2022,Nicholas,CONSTABLE 2nd Magisterial District,,Patrick Paul RITCHIE,REP,314,,,,,,,
2022,Nicholas,CONSTABLE 3rd Magisterial District,,Nelson Dwayne SEWELL,DEM,316,,,,,,,
2022,Nicholas,CONSTABLE 4th Magisterial District,,John A. RATHBONE,DEM,345,,,,,,,
2022,Nicholas,CONSTABLE 5th Magisterial District,,Richard HUGHES,DEM,313,,,,,,,
2022,Nicholas,CORONER,,Emily P. GAUNCE,REP,1940,,,,,,,
2022,Nicholas,COUNTY ATTORNEY,,Dawn Curran LETCHER,DEM,1904,,,,,,,
2022,Nicholas,COUNTY CLERK,,Martha Livingood MOSS,DEM,1989,,,,,,,
2022,Nicholas,COUNTY JUDGE/EXECUTIVE,,Jeff RANDOLPH,REP,1174,,,,,,,
2022,Nicholas,COUNTY JUDGE/EXECUTIVE,,Steve HAMILTON,DEM,1369,,,,,,,
2022,Nicholas,JAILER,,Darren ROBINSON,DEM,1836,,,,,,,
2022,Nicholas,MAGISTRATE 1st Magisterial District,,Mike WEBB,DEM,195,,,,,,,
2022,Nicholas,MAGISTRATE 1st Magisterial District,,Rodney Louis MATTHEWS,REP,206,,,,,,,
2022,Nicholas,MAGISTRATE 2nd Magisterial District,,Matt HUGHES,DEM,323,,,,,,,
2022,Nicholas,MAGISTRATE 3rd Magisterial District,,Darvin MITCHELL,REP,246,,,,,,,
2022,Nicholas,MAGISTRATE 3rd Magisterial District,,Kenny HOLBROOK,DEM,269,,,,,,,
2022,Nicholas,MAGISTRATE 4th Magisterial District,,Amy Simons SWITZER,DEM,190,,,,,,,
2022,Nicholas,MAGISTRATE 4th Magisterial District,,Tommy CRAWFORD,REP,415,,,,,,,
2022,Nicholas,MAGISTRATE 5th Magisterial District,,Ross HANEY,DEM,308,,,,,,,
2022,Nicholas,MAGISTRATE 5th Magisterial District,,Wayne SHIELDS,REP,196,,,,,,,
2022,Nicholas,PROPERTY VALUATION ADMINISTRATOR,,Jackie Fredrick EARLYWINE,DEM,1466,,,,,,,
2022,Nicholas,PROPERTY VALUATION ADMINISTRATOR,,Todd T. GAUNCE,REP,1059,,,,,,,
2022,Nicholas,SHERIFF,,"Jeff ""Bubba"" SIDLES",DEM,1954,,,,,,,
2022,Nicholas,STATE REPRESENTATIVE 72nd Representative District,72.0,Matthew R. KOCH,REP,1811,,,,,,,
2022,Nicholas,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,6.0,Andy BARR,REP,1900,,,,,,,
2022,Nicholas,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,6.0,"Geoffrey M. ""Geoff"" YOUNG",DEM,543,,,,,,,
2022,Nicholas,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,6.0,"Maurice Randall CRAVENS,II",W,30,,,,,,,
2022,Nicholas,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,6.0,Maxwell Keith FROEDGE,W,2,,,,,,,
2022,Ohio,CITY COMMISSIONERS City of Beaver Dam,,Democratic Party,DEM,68,,,,,,,
2022,Ohio,CITY COMMISSIONERS City of Beaver Dam,,Republican Party,REP,296,,,,,,,
2022,Ohio,CITY COMMISSIONERS City of Centertown,,Democratic Party,DEM,33,,,,,,,
2022,Ohio,CITY COMMISSIONERS City of Centertown,,Republican Party,REP,167,,,,,,,
2022,Ohio,CITY COMMISSIONERS City of Fordsville,,Beatrice Joan EDGE,W,8,,,,,,,
2022,Ohio,CITY COMMISSIONERS City of Fordsville,,Democratic Party,DEM,50,,,,,,,
2022,Ohio,CITY COMMISSIONERS City of Fordsville,,Republican Party,REP,263,,,,,,,
2022,Ohio,CITY COMMISSIONERS City of McHenry,,Democratic Party,DEM,63,,,,,,,
2022,Ohio,CITY COMMISSIONERS City of McHenry,,Republican Party,REP,213,,,,,,,
2022,Ohio,CITY COMMISSIONERS City of Rockport,,Democratic Party,DEM,26,,,,,,,
2022,Ohio,CITY COMMISSIONERS City of Rockport,,Republican Party,REP,127,,,,,,,
2022,Ohio,CITY COUNCIL City of Hartford,,Democratic Party,DEM,48,,,,,,,
2022,Ohio,CITY COUNCIL City of Hartford,,Republican Party,REP,172,,,,,,,
2022,Ohio,CONSTABLE 1st Magisterial District,,Joe RENFROW,REP,1122,,,,,,,
2022,Ohio,CONSTABLE 2nd Magisterial District,,Paul E. LINDSEY,DEM,340,,,,,,,
2022,Ohio,CONSTABLE 2nd Magisterial District,,Steven EPLEY,REP,933,,,,,,,
2022,Ohio,CONSTABLE 3rd Magisterial District,,David HIMES,REP,1307,,,,,,,
2022,Ohio,CONSTABLE 4th Magisterial District,,Justin Wayne COOPER,REP,1143,,,,,,,
2022,Ohio,CONSTABLE 5th Magisterial District,,Nathan GEARY,REP,1262,,,,,,,
2022,Ohio,CORONER,,Elvis DOOLIN,REP,6166,,,,,,,
2022,Ohio,COUNTY ATTORNEY,,Justin S. KEOWN,REP,6316,,,,,,,
2022,Ohio,COUNTY CLERK,,Bess Tichenor RALPH,DEM,4855,,,,,,,
2022,Ohio,COUNTY JUDGE/EXECUTIVE,,David L. JOHNSTON,REP,6111,,,,,,,
2022,Ohio,COUNTY SURVEYOR,,William Tracy CRUME,REP,5976,,,,,,,
2022,Ohio,DISTRICT JUDGE 38th Judicial District 1st Division,,Gregory R VINCENT,W,22,,,,,,,
2022,Ohio,JAILER,,Landon Ross SPURLOCK,REP,5617,,,,,,,
2022,Ohio,JAILER,,Terry Lynn WRIGHT,DEM,1661,,,,,,,
2022,Ohio,MAGISTRATE 1st Magisterial District,,Georgina Ann MIDKIFF,IND,206,,,,,,,
2022,Ohio,MAGISTRATE 1st Magisterial District,,Michael McKENNEY,REP,781,,,,,,,
2022,Ohio,MAGISTRATE 1st Magisterial District,,Sam SMALL,DEM,403,,,,,,,
2022,Ohio,MAGISTRATE 2nd Magisterial District,,Jason Wayne BULLOCK,DEM,907,,,,,,,
2022,Ohio,MAGISTRATE 3rd Magisterial District,,Bo BENNETT,REP,912,,,,,,,
2022,Ohio,MAGISTRATE 3rd Magisterial District,,Scott G. TICHENOR,DEM,725,,,,,,,
2022,Ohio,MAGISTRATE 4th Magisterial District,,Bryn AUD,DEM,251,,,,,,,
2022,Ohio,MAGISTRATE 4th Magisterial District,,Kenneth CALLOWAY,REP,1087,,,,,,,
2022,Ohio,MAGISTRATE 5th Magisterial District,,Larry W. MORPHEW,REP,1295,,,,,,,
2022,Ohio,MEMBER BOARD of EDUCATION 2nd Educational District,,Amy BEARD,W,10,,,,,,,
2022,Ohio,MEMBER BOARD of EDUCATION 2nd Educational District,,Democratic Party,DEM,73,,,,,,,
2022,Ohio,MEMBER BOARD of EDUCATION 2nd Educational District,,Republican Party,REP,228,,,,,,,
2022,Ohio,MEMBER BOARD of EDUCATION 4th Educational District (Unexpired Term),,Democratic Party,DEM,118,,,,,,,
2022,Ohio,MEMBER BOARD of EDUCATION 4th Educational District (Unexpired Term),,Helen G DEVER,W,34,,,,,,,
2022,Ohio,MEMBER BOARD of EDUCATION 4th Educational District (Unexpired Term),,Republican Party,REP,605,,,,,,,
2022,Ohio,MEMBER BOARD of EDUCATION 5th Educational District,,Democratic Party,DEM,71,,,,,,,
2022,Ohio,MEMBER BOARD of EDUCATION 5th Educational District,,Republican Party,REP,470,,,,,,,
2022,Ohio,PROPERTY VALUATION ADMINISTRATOR,,Arthur LEACH,REP,6219,,,,,,,
2022,Ohio,SHERIFF,,Adam Lane WRIGHT,REP,6359,,,,,,,
2022,Ohio,STATE REPRESENTATIVE 14th Representative District,14.0,Scott LEWIS,REP,6356,,,,,,,
2022,Ohio,UNITED STATES REPRESENTATIVE in CONGRESS 2nd Congressional District,2.0,Hank LINDERMAN,DEM,1448,,,,,,,
2022,Ohio,UNITED STATES REPRESENTATIVE in CONGRESS 2nd Congressional District,2.0,S. Brett GUTHRIE,REP,5778,,,,,,,
2022,Oldham,CITY COMMISSIONERS City of Crestwood,,Democratic Party,DEM,424,,,,,,,
2022,Oldham,CITY COMMISSIONERS City of Crestwood,,Republican Party,REP,996,,,,,,,
2022,Oldham,CITY COMMISSIONERS City of Goshen,,Democratic Party,DEM,60,,,,,,,
2022,Oldham,CITY COMMISSIONERS City of Goshen,,Republican Party,REP,141,,,,,,,
2022,Oldham,CITY COMMISSIONERS City of River Bluff,,Democratic Party,DEM,178,,,,,,,
2022,Oldham,CITY COMMISSIONERS City of River Bluff,,Lynn GROSSMAN,W,29,,,,,,,
2022,Oldham,CITY COMMISSIONERS City of River Bluff,,Paulette BRYANT,W,68,,,,,,,
2022,Oldham,CITY COMMISSIONERS City of River Bluff,,Republican Party,REP,351,,,,,,,
2022,Oldham,CITY COUNCIL City of LaGrange,,Democratic Party,DEM,635,,,,,,,
2022,Oldham,CITY COUNCIL City of LaGrange,,Republican Party,REP,1815,,,,,,,
2022,Oldham,CITY COUNCIL City of Orchard Grass,,Democratic Party,DEM,47,,,,,,,
2022,Oldham,CITY COUNCIL City of Orchard Grass,,Matthew HARTLAGE,W,32,,,,,,,
2022,Oldham,CITY COUNCIL City of Orchard Grass,,Republican Party,REP,146,,,,,,,
2022,Oldham,CITY COUNCIL City of Pewee Valley,,Democratic Party,DEM,310,,,,,,,
2022,Oldham,CITY COUNCIL City of Pewee Valley,,Republican Party,REP,560,,,,,,,
2022,Oldham,CITY COUNCIL City of Prospect,,Democratic Party,DEM,55,,,,,,,
2022,Oldham,CITY COUNCIL City of Prospect,,Republican Party,REP,195,,,,,,,
2022,Oldham,CONSTABLE 1st Magisterial District,,Jaye A. RUSSO,REP,2186,,,,,,,
2022,Oldham,CONSTABLE 2nd Magisterial District,,John L. DETHERAGE,REP,2607,,,,,,,
2022,Oldham,CONSTABLE 3rd Magisterial District,,Barry LAWS,REP,2137,,,,,,,
2022,Oldham,CONSTABLE 4th Magisterial District,,Allen LANE,REP,2120,,,,,,,
2022,Oldham,CONSTABLE 5th Magisterial District,,James David SPARKS,W,65,,,,,,,
2022,Oldham,CONSTABLE 5th Magisterial District,,Sean Patrick FAWBUSH,W,97,,,,,,,
2022,Oldham,CONSTABLE 6th Magisterial District,,B. Michael SAYLOR,REP,2162,,,,,,,
2022,Oldham,CONSTABLE 7th Magisterial District,,Joseph P. HAMILTON III.,REP,2061,,,,,,,
2022,Oldham,CONSTABLE 8th Magisterial District,,Barry L. WILDING,REP,2019,,,,,,,
2022,Oldham,CORONER,,David Thomas PENDLETON,REP,18192,,,,,,,
2022,Oldham,COUNTY ATTORNEY,,D. Berry BAXTER,REP,18211,,,,,,,
2022,Oldham,COUNTY CLERK,,Amy ALVEY,REP,18676,,,,,,,
2022,Oldham,COUNTY JUDGE/EXECUTIVE,,David VOEGELE,REP,17996,,,,,,,
2022,Oldham,COUNTY SURVEYOR,,Walter DENHAM,W,60,,,,,,,
2022,Oldham,JAILER,,Jeff TINDALL,REP,18444,,,,,,,
2022,Oldham,MAGISTRATE 1st Magisterial District,,Brent LIKINS,REP,2190,,,,,,,
2022,Oldham,MAGISTRATE 2nd Magisterial District,,Wayne THEISS,REP,2733,,,,,,,
2022,Oldham,MAGISTRATE 3rd Magisterial District,,Kevin R. WOOSLEY,REP,2249,,,,,,,
2022,Oldham,MAGISTRATE 4th Magisterial District,,Kevin R. JEFFRIES,REP,2134,,,,,,,
2022,Oldham,MAGISTRATE 5th Magisterial District,,Chris HAUNZ,REP,2506,,,,,,,
2022,Oldham,MAGISTRATE 6th Magisterial District,,Stephanie HAWKINS,REP,2244,,,,,,,
2022,Oldham,MAGISTRATE 7th Magisterial District,,Bob DYE,REP,2131,,,,,,,
2022,Oldham,MAGISTRATE 8th Magisterial District,,Karin L. SOLTAU,DEM,998,,,,,,,
2022,Oldham,MAGISTRATE 8th Magisterial District,,Michael LOGSDON,REP,1931,,,,,,,
2022,Oldham,MEMBER BOARD of EDUCATION 4th Educational District (Unexpired Term),,Democratic Party,DEM,145,,,,,,,
2022,Oldham,MEMBER BOARD of EDUCATION 4th Educational District (Unexpired Term),,Republican Party,REP,389,,,,,,,
2022,Oldham,MEMBER BOARD of EDUCATION 5th Educational District,,Democratic Party,DEM,551,,,,,,,
2022,Oldham,MEMBER BOARD of EDUCATION 5th Educational District,,Republican Party,REP,1250,,,,,,,
2022,Oldham,PROPERTY VALUATION ADMINISTRATOR,,Barbara A. WINTERS,REP,18518,,,,,,,
2022,Oldham,SHERIFF,,Timothy R. WAKEFIELD,REP,18616,,,,,,,
2022,Oldham,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,Boyd JOHNSON,W,169,,,,,,,
2022,Oldham,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,Democratic Party,DEM,1099,,,,,,,
2022,Oldham,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,Kristopher KELLEY,W,55,,,,,,,
2022,Oldham,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,Melissa LEDFORD,W,83,,,,,,,
2022,Oldham,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,Republican Party,REP,2212,,,,,,,
2022,Oldham,STATE REPRESENTATIVE 33rd Representative District,33.0,Jason Michael NEMES,REP,3149,,,,,,,
2022,Oldham,STATE REPRESENTATIVE 33rd Representative District,33.0,Kate TURNER,DEM,1881,,,,,,,
2022,Oldham,STATE REPRESENTATIVE 48th Representative District,48.0,Ken FLEMING,REP,1945,,,,,,,
2022,Oldham,STATE REPRESENTATIVE 48th Representative District,48.0,Maria SOROLIS,DEM,1231,,,,,,,
2022,Oldham,STATE REPRESENTATIVE 59th Representative District,59.0,David W. OSBORNE,REP,12655,,,,,,,
2022,Oldham,UNITED STATES REPRESENTATIVE in CONGRESS 4th Congressional District,4.0,Ethan Keith OSBORNE,IND,1170,,,,,,,
2022,Oldham,UNITED STATES REPRESENTATIVE in CONGRESS 4th Congressional District,4.0,Matthew LEHMAN,DEM,9164,,,,,,,
2022,Oldham,UNITED STATES REPRESENTATIVE in CONGRESS 4th Congressional District,4.0,Thomas MASSIE,REP,15768,,,,,,,
2022,Adair,United States Senator,,Rand PAUL,REP,5249,,,,,,,
2022,Adair,United States Senator,,Charles BOOKER,DEM,1075,,,,,,,
2022,Adair,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Adair,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Allen,United States Senator,,Rand PAUL,REP,4931,,,,,,,
2022,Allen,United States Senator,,Charles BOOKER,DEM,4174,,,,,,,
2022,Allen,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Allen,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Anderson,United States Senator,,Rand PAUL,REP,6687,,,,,,,
2022,Anderson,United States Senator,,Charles BOOKER,DEM,2691,,,,,,,
2022,Anderson,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Anderson,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Ballard,United States Senator,,Rand PAUL,REP,2488,,,,,,,
2022,Ballard,United States Senator,,Charles BOOKER,DEM,639,,,,,,,
2022,Ballard,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Ballard,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Barren,United States Senator,,Rand PAUL,REP,10298,,,,,,,
2022,Barren,United States Senator,,Charles BOOKER,DEM,3845,,,,,,,
2022,Barren,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Barren,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Bath,United States Senator,,Rand PAUL,REP,2827,,,,,,,
2022,Bath,United States Senator,,Charles BOOKER,DEM,4404,,,,,,,
2022,Bath,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Bath,United States Senator,,Billy Ray WILSON,W,1,,,,,,,
2022,Bell,United States Senator,,Rand PAUL,REP,5420,,,,,,,
2022,Bell,United States Senator,,Charles BOOKER,DEM,1375,,,,,,,
2022,Bell,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Bell,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Boone,United States Senator,,Rand PAUL,REP,30898,,,,,,,
2022,Boone,United States Senator,,Charles BOOKER,DEM,14409,,,,,,,
2022,Boone,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Boone,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Bourbon,United States Senator,,Rand PAUL,REP,4384,,,,,,,
2022,Bourbon,United States Senator,,Charles BOOKER,DEM,2429,,,,,,,
2022,Bourbon,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Bourbon,United States Senator,,Billy Ray WILSON,W,8,,,,,,,
2022,Boyd,United States Senator,,Rand PAUL,REP,9071,,,,,,,
2022,Boyd,United States Senator,,Charles BOOKER,DEM,5098,,,,,,,
2022,Boyd,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Boyd,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Boyle,United States Senator,,Rand PAUL,REP,6304,,,,,,,
2022,Boyle,United States Senator,,Charles BOOKER,DEM,4021,,,,,,,
2022,Boyle,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Boyle,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Bracken,United States Senator,,Rand PAUL,REP,2478,,,,,,,
2022,Bracken,United States Senator,,Charles BOOKER,DEM,756,,,,,,,
2022,Bracken,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Bracken,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Breathitt,United States Senator,,Rand PAUL,REP,2285,,,,,,,
2022,Breathitt,United States Senator,,Charles BOOKER,DEM,1267,,,,,,,
2022,Breathitt,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Breathitt,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Breckinridge,United States Senator,,Rand PAUL,REP,5076,,,,,,,
2022,Breckinridge,United States Senator,,Charles BOOKER,DEM,1723,,,,,,,
2022,Breckinridge,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Breckinridge,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Bullitt,United States Senator,,Rand PAUL,REP,47945,,,,,,,
2022,Bullitt,United States Senator,,Charles BOOKER,DEM,6895,,,,,,,
2022,Bullitt,United States Senator,,Charles Lee THOMASON,W,2,,,,,,,
2022,Bullitt,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Butler,United States Senator,,Rand PAUL,REP,3429,,,,,,,
2022,Butler,United States Senator,,Charles BOOKER,DEM,766,,,,,,,
2022,Butler,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Butler,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Caldwell,United States Senator,,Rand PAUL,REP,3580,,,,,,,
2022,Caldwell,United States Senator,,Charles BOOKER,DEM,1104,,,,,,,
2022,Caldwell,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Caldwell,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Calloway,United States Senator,,Rand PAUL,REP,7906,,,,,,,
2022,Calloway,United States Senator,,Charles BOOKER,DEM,3934,,,,,,,
2022,Calloway,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Calloway,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Campbell,United States Senator,,Rand PAUL,REP,20849,,,,,,,
2022,Campbell,United States Senator,,Charles BOOKER,DEM,14812,,,,,,,
2022,Campbell,United States Senator,,Charles Lee THOMASON,W,2,,,,,,,
2022,Campbell,United States Senator,,Billy Ray WILSON,W,1,,,,,,,
2022,Carlisle,United States Senator,,Rand PAUL,REP,1750,,,,,,,
2022,Carlisle,United States Senator,,Charles BOOKER,DEM,377,,,,,,,
2022,Carlisle,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Carlisle,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Carroll,United States Senator,,Rand PAUL,REP,1992,,,,,,,
2022,Carroll,United States Senator,,Charles BOOKER,DEM,886,,,,,,,
2022,Carroll,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Carroll,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Carter,United States Senator,,Rand PAUL,REP,5792,,,,,,,
2022,Carter,United States Senator,,Charles BOOKER,DEM,2383,,,,,,,
2022,Carter,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Carter,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Casey,United States Senator,,Rand PAUL,REP,4396,,,,,,,
2022,Casey,United States Senator,,Charles BOOKER,DEM,754,,,,,,,
2022,Casey,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Casey,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Christian,United States Senator,,Rand PAUL,REP,10255,,,,,,,
2022,Christian,United States Senator,,Charles BOOKER,DEM,5210,,,,,,,
2022,Christian,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Christian,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Clark,United States Senator,,Rand PAUL,REP,8270,,,,,,,
2022,Clark,United States Senator,,Charles BOOKER,DEM,4533,,,,,,,
2022,Clark,United States Senator,,Charles Lee THOMASON,W,2,,,,,,,
2022,Clark,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Clay,United States Senator,,Rand PAUL,REP,4238,,,,,,,
2022,Clay,United States Senator,,Charles BOOKER,DEM,687,,,,,,,
2022,Clay,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Clay,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Clinton,United States Senator,,Rand PAUL,REP,3016,,,,,,,
2022,Clinton,United States Senator,,Charles BOOKER,DEM,409,,,,,,,
2022,Clinton,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Clinton,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Crittenden,United States Senator,,Rand PAUL,REP,2540,,,,,,,
2022,Crittenden,United States Senator,,Charles BOOKER,DEM,534,,,,,,,
2022,Crittenden,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Crittenden,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Cumberland,United States Senator,,Rand PAUL,REP,2123,,,,,,,
2022,Cumberland,United States Senator,,Charles BOOKER,DEM,355,,,,,,,
2022,Cumberland,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Cumberland,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Daviess,United States Senator,,Rand PAUL,REP,20998,,,,,,,
2022,Daviess,United States Senator,,Charles BOOKER,DEM,11906,,,,,,,
2022,Daviess,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Daviess,United States Senator,,Billy Ray WILSON,W,1,,,,,,,
2022,Edmonson,United States Senator,,Rand PAUL,REP,3309,,,,,,,
2022,Edmonson,United States Senator,,Charles BOOKER,DEM,957,,,,,,,
2022,Edmonson,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Edmonson,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Elliott,United States Senator,,Rand PAUL,REP,1406,,,,,,,
2022,Elliott,United States Senator,,Charles BOOKER,DEM,658,,,,,,,
2022,Elliott,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Elliott,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Estill,United States Senator,,Rand PAUL,REP,3511,,,,,,,
2022,Estill,United States Senator,,Charles BOOKER,DEM,1110,,,,,,,
2022,Estill,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Estill,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Fayette,United States Senator,,Rand PAUL,REP,42041,,,,,,,
2022,Fayette,United States Senator,,Charles BOOKER,DEM,64467,,,,,,,
2022,Fayette,United States Senator,,Charles Lee THOMASON,W,32,,,,,,,
2022,Fayette,United States Senator,,Billy Ray WILSON,W,10,,,,,,,
2022,Fleming,United States Senator,,Rand PAUL,REP,3803,,,,,,,
2022,Fleming,United States Senator,,Charles BOOKER,DEM,1254,,,,,,,
2022,Fleming,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Fleming,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Floyd,United States Senator,,Rand PAUL,REP,7636,,,,,,,
2022,Floyd,United States Senator,,Charles BOOKER,DEM,4000,,,,,,,
2022,Floyd,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Floyd,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Franklin,United States Senator,,Rand PAUL,REP,9570,,,,,,,
2022,Franklin,United States Senator,,Charles BOOKER,DEM,10589,,,,,,,
2022,Franklin,United States Senator,,Charles Lee THOMASON,W,3,,,,,,,
2022,Franklin,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Fulton,United States Senator,,Rand PAUL,REP,1087,,,,,,,
2022,Fulton,United States Senator,,Charles BOOKER,DEM,445,,,,,,,
2022,Fulton,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Fulton,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Gallatin,United States Senator,,Rand PAUL,REP,2224,,,,,,,
2022,Gallatin,United States Senator,,Charles BOOKER,DEM,788,,,,,,,
2022,Gallatin,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Gallatin,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Garrard,United States Senator,,Rand PAUL,REP,4560,,,,,,,
2022,Garrard,United States Senator,,Charles BOOKER,DEM,1347,,,,,,,
2022,Garrard,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Garrard,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
